Symbol,Name,Country,Sector,Industry,exchange
A,Agilent Technologies Inc. Common Stock,United States,Capital Goods,Electrical Products,NYSE
AA,Alcoa Corporation Common Stock ,,Basic Industries,Metal Fabrications,NYSE
AAC,Ares Acquisition Corporation Class A Ordinary Shares,,Finance,Business Services,NYSE
AAN,Aarons Holdings Company Inc. Common Stock ,United States,Miscellaneous,Diversified Commercial Services,NYSE
AAP,Advance Auto Parts Inc.,United States,Consumer Services,Other Specialty Stores,NYSE
AAQC,Accelerate Acquisition Corp. Class A Common Stock,,,,NYSE
AAT,American Assets Trust Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AB,AllianceBernstein Holding L.P.  Units,United States,Finance,Investment Managers,NYSE
ABB,ABB Ltd Common Stock,Switzerland,Consumer Durables,Electrical Products,NYSE
ABBV,AbbVie Inc. Common Stock,United States,Health Care,Other Pharmaceuticals,NYSE
ABC,AmerisourceBergen Corporation Common Stock,United States,Health Care,Other Pharmaceuticals,NYSE
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
ABG,Asbury Automotive Group Inc Common Stock,United States,Consumer Services,Other Specialty Stores,NYSE
ABM,ABM Industries Incorporated Common Stock,United States,Technology,Diversified Commercial Services,NYSE
ABR,Arbor Realty Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ABT,Abbott Laboratories Common Stock,United States,Health Care,Medical/Dental Instruments,NYSE
AC,Associated Capital Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NYSE
ACA,Arcosa Inc. Common Stock ,,Capital Goods,Engineering & Construction,NYSE
ACC,American Campus Communities Inc Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ACCO,Acco Brands Corporation Common Stock,United States,Consumer Services,Advertising,NYSE
ACEL,Accel Entertainment Inc. ,United States,Consumer Services,Recreational Products/Toys,NYSE
ACH,Aluminum Corporation of China Limited American Depositary Shares,China,Basic Industries,Aluminum,NYSE
ACHR,Archer Aviation Inc. Class A Common Stock,United States,Capital Goods,Aerospace,NYSE
ACI,Albertsons Companies Inc. Class A Common Stock,United States,Consumer Services,Food Chains,NYSE
ACII,Atlas Crest Investment Corp. II Class A Common Stock,,,,NYSE
ACM,AECOM Common Stock,United States,Consumer Services,Military/Government/Technical,NYSE
ACN,Accenture plc Class A Ordinary Shares (Ireland),Ireland,Technology,EDP Services,NYSE
ACRE,Ares Commercial Real Estate Corporation Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ACRO,Acropolis Infrastructure Acquisition Corp. Class A Common Stock,,,,NYSE
ACV,Virtus AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services,NYSE
ADC,Agree Realty Corporation Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ADCT,ADC Therapeutics SA Common Shares,,Health Care,Biotechnology: Pharmaceutical Preparations,NYSE
ADEX,Adit EdTech Acquisition Corp. Common Stock,,,,NYSE
ADM,Archer-Daniels-Midland Company Common Stock,United States,,,NYSE
ADNT,Adient plc Ordinary Shares ,,Capital Goods,Auto Parts:O.E.M.,NYSE
ADS,Alliance Data Systems Corporation Common Stock,United States,Finance,Diversified Financial Services,NYSE
ADT,ADT Inc. Common Stock,United States,Consumer Services,Diversified Commercial Services,NYSE
ADX,Adams Diversified Equity Fund Inc.,United States,Finance,Investment Managers,NYSE
AEE,Ameren Corporation Common Stock,United States,Public Utilities,Power Generation,NYSE
AEG,AEGON N.V. Common Stock,Netherlands,Finance,Life Insurance,NYSE
AEL,American Equity Investment Life Holding Company Common Stock,United States,Finance,Life Insurance,NYSE
AEM,Agnico Eagle Mines Limited Common Stock,Canada,,,NYSE
AENZ,Aenza S.A.A. American Depositary Shares,,Capital Goods,Engineering & Construction,NYSE
AEO,American Eagle Outfitters Inc. Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
AER,AerCap Holdings N.V. Ordinary Shares,Netherlands,Technology,Diversified Commercial Services,NYSE
AES,The AES Corporation Common Stock,United States,Public Utilities,Electric Utilities: Central,NYSE
AEVA,Aeva Technologies Inc. Common Stock,,Capital Goods,Auto Parts:O.E.M.,NYSE
AFB,AllianceBernstein National Municipal Income Fund Inc,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
AFG,American Financial Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
AFL,AFLAC Incorporated Common Stock,United States,Finance,Accident &Health Insurance,NYSE
AFTR,AfterNext HealthTech Acquisition Corp. Class A Ordinary Shares,,,,NYSE
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Canada,,,NYSE
AGAC,African Gold Acquisition Corporation Class A Ordinary Shares,,Finance,Business Services,NYSE
AGCB,Altimeter Growth Corp. 2 Class A Ordinary Shares,,Finance,Business Services,NYSE
AGCO,AGCO Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
AGI,Alamos Gold Inc. Class A Common Shares,Canada,,,NYSE
AGL,agilon health inc. Common Stock,,Health Care,Managed Health Care,NYSE
AGM,Federal Agricultural Mortgage Corporation Common Stock,United States,Finance,Finance Companies,NYSE
AGO,Assured Guaranty Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers,NYSE
AGR,Avangrid Inc. Common Stock,United States,Public Utilities,Electric Utilities: Central,NYSE
AGRO,Adecoagro S.A. Common Shares,Luxembourg,,Farming/Seeds/Milling,NYSE
AGTI,Agiliti Inc. Common Stock,,Health Care,Managed Health Care,NYSE
AGX,Argan Inc. Common Stock,United States,Capital Goods,Oilfield Services/Equipment,NYSE
AHH,Armada Hoffler Properties Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AHT,Ashford Hospitality Trust Inc Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AI,C3.ai Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software,NYSE
AIG,American International Group Inc. New Common Stock,United States,Finance,Life Insurance,NYSE
AIN,Albany International Corporation Common Stock,United States,Basic Industries,Textiles,NYSE
AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares,,Finance,Finance/Investors Services,NYSE
AIR,AAR Corp. Common Stock,United States,Capital Goods,Aerospace,NYSE
AIRC,Apartment Income REIT Corp. Common Stock,,Consumer Services,Real Estate Investment Trusts,NYSE
AIT,Applied Industrial Technologies Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
AIV,Apartment Investment and Management Company Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AIZ,Assurant Inc. Common Stock,United States,Finance,Specialty Insurers,NYSE
AJG,Arthur J. Gallagher & Co. Common Stock,United States,Finance,Specialty Insurers,NYSE
AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,United States,Capital Goods,Military/Government/Technical,NYSE
AJX,Great Ajax Corp. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AKA,a.k.a. Brands Holding Corp. Common Stock,,Consumer Non-Durables,Department/Specialty Retail Stores,NYSE
AKR,Acadia Realty Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AL,Air Lease Corporation Class A Common Stock,United States,Technology,Diversified Commercial Services,NYSE
ALB,Albemarle Corporation Common Stock,United States,Basic Industries,Industrial Specialties,NYSE
ALC,Alcon Inc. Ordinary Shares,Switzerland,Health Care,Ophthalmic Goods,NYSE
ALCC,AltC Acquisition Corp. Class A Common Stock,,,,NYSE
ALE,Allete Inc.,United States,Public Utilities,Power Generation,NYSE
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ALG,Alamo Group Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
ALIT,Alight Inc. Class A Common Stock,,Technology,EDP Services,NYSE
ALK,Alaska Air Group Inc. Common Stock,United States,Transportation,Air Freight/Delivery Services,NYSE
ALL,Allstate Corporation (The) Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
ALLE,Allegion plc Ordinary Shares,United States,Consumer Services,Diversified Commercial Services,NYSE
ALLY,Ally Financial Inc. Common Stock,United States,Finance,Diversified Financial Services,NYSE
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.,NYSE
ALTG,Alta Equipment Group Inc. Class A Common Stock,,Technology,Engineering & Construction,NYSE
ALV,Autoliv Inc. Common Stock,Sweden,Capital Goods,Auto Parts:O.E.M.,NYSE
ALX,Alexander's Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AM,Antero Midstream Corporation Common Stock,United States,Public Utilities,Natural Gas Distribution,NYSE
AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),,,,NYSE
AMBC,Ambac Financial Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers,NYSE
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,,NYSE
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,,Consumer Services,Movies/Entertainment,NYSE
AMCR,Amcor plc Ordinary Shares,,Consumer Durables,Miscellaneous manufacturing industries,NYSE
AME,AMETEK Inc.,United States,Consumer Durables,Metal Fabrications,NYSE
AMG,Affiliated Managers Group Inc. Common Stock,United States,Finance,Investment Managers,NYSE
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,,Consumer Services,Real Estate Investment Trusts,NYSE
AMK,AssetMark Financial Holdings Inc. Common Stock,United States,Finance,Finance/Investors Services,NYSE
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,United States,Health Care,Assisted Living Services,NYSE
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Mexico,Public Utilities,Telecommunications Equipment,NYSE
AMP,Ameriprise Financial Inc. Common Stock,United States,Finance,Investment Managers,NYSE
AMPI,Advanced Merger Partners Inc. Class A Common Stock,,,,NYSE
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,Energy,Coal Mining,NYSE
AMRC,Ameresco Inc. Class A Common Stock,United States,Basic Industries,Water Supply,NYSE
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,,Health Care,Biotechnology: Pharmaceutical Preparations,NYSE
AMT,American Tower Corporation (REIT) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
AMWL,American Well Corporation Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Mexico,Public Utilities,Telecommunications Equipment,NYSE
AN,AutoNation Inc. Common Stock,United States,Consumer Services,Other Specialty Stores,NYSE
ANAC,Arctos NorthStar Acquisition Corp. Class A Ordinary Shares,,Health Care,Biotechnology: Pharmaceutical Preparations,NYSE
ANET,Arista Networks Inc. Common Stock,,Technology,Computer peripheral equipment,NYSE
ANF,Abercrombie & Fitch Company Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
ANTM,Anthem Inc. Common Stock,United States,Health Care,Medical Specialities,NYSE
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,United States,Finance,Investment Managers,NYSE
AOMR,Angel Oak Mortgage Inc. Common Stock,,Consumer Services,Real Estate Investment Trusts,NYSE
AON,Aon plc Class A Ordinary Shares (Ireland),United States,Finance,Specialty Insurers,NYSE
AOS,A.O. Smith Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components,NYSE
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,Finance,Investment Managers,NYSE
APD,Air Products and Chemicals Inc. Common Stock,United States,Basic Industries,Specialty Chemicals,NYSE
APG,APi Group Corporation Common Stock,,Consumer Services,Military/Government/Technical,NYSE
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,,Finance,Business Services,NYSE
APH,Amphenol Corporation Common Stock,United States,Capital Goods,Electrical Products,NYSE
APLE,Apple Hospitality REIT Inc. Common Shares,United States,Consumer Services,Real Estate Investment Trusts,NYSE
APO,Apollo Global Management Inc. Class A Common Stock,United States,Finance,Investment Managers,NYSE
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,United States,Finance,Business Services,NYSE
APTS,Preferred Apartment Communities Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
APTV,Aptiv PLC Ordinary Shares,United Kingdom,Capital Goods,Auto Parts:O.E.M.,NYSE
AQN,Algonquin Power & Utilities Corp. Common Shares,,Public Utilities,Electric Utilities: Central,NYSE
AQUA,Evoqua Water Technologies Corp. Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services,NYSE
AR,Antero Resources Corporation Common Stock,,Energy,Oil & Gas Production,NYSE
ARCH,Arch Resources Inc. Class A Common Stock,United States,Energy,Coal Mining,NYSE
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina,Consumer Services,Restaurants,NYSE
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,United States,Finance,Investment Managers,NYSE
ARE,Alexandria Real Estate Equities Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ARES,Ares Management Corporation Class A Common Stock,,Finance,Investment Managers,NYSE
ARGO,Argo Group International Holdings Ltd.,Bermuda,Finance,Specialty Insurers,NYSE
ARI,Apollo Commercial Real Estate Finance Inc,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ARLO,Arlo Technologies Inc. Common Stock,United States,Miscellaneous,Diversified Manufacture,NYSE
ARMK,Aramark Common Stock,,Consumer Services,Restaurants,NYSE
ARNC,Arconic Corporation Common Stock ,,Technology,Industrial Machinery/Components,NYSE
AROC,Archrock Inc. Common Stock,United States,Energy,Oil & Gas Production,NYSE
ARR,ARMOUR Residential REIT Inc.,United States,Consumer Services,Real Estate Investment Trusts,NYSE
ARW,Arrow Electronics Inc. Common Stock,United States,Technology,Electronic Components,NYSE
ASA,ASA  Gold and Precious Metals Limited,United States,Basic Industries,Precious Metals,NYSE
ASAI,Sendas Distribuidora S A ADS,,Consumer Services,Food Chains,NYSE
ASAN,Asana Inc. Class A Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,United States,,,NYSE
ASB,Associated Banc-Corp Common Stock,United States,Finance,Major Banks,NYSE
ASG,Liberty All-Star Growth Fund Inc.,United States,Finance,Investment Managers,NYSE
ASGN,ASGN Incorporated Common Stock,United States,Technology,Diversified Commercial Services,NYSE
ASH,Ashland Global Holdings Inc. Common Stock,United States,Basic Industries,Specialty Chemicals,NYSE
ASIX,AdvanSix Inc. Common Stock ,United States,Basic Industries,Major Chemicals,NYSE
ASPN,Aspen Aerogels Inc. Common Stock,United States,Capital Goods,Wholesale Distributors,NYSE
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Mexico,Transportation,Aerospace,NYSE
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,,Technology,Semiconductors,NYSE
ASZ,Austerlitz Acquisition Corporation II Class A Ordinary Shares,,,,NYSE
ATC,Atotech Limited Common Shares,,Basic Industries,Major Chemicals,NYSE
ATCO,Atlas Corp. Common Shares,United Kingdom,Transportation,Marine Transportation,NYSE
ATEN,A10 Networks Inc. Common Stock,,Technology,EDP Services,NYSE
ATGE,Adtalem Global Education Inc. Common Stock,United States,Miscellaneous,Other Consumer Services,NYSE
ATH,Athene Holding Ltd. Class A Common Shares,Bermuda,Finance,Life Insurance,NYSE
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,,Technology,EDP Services,NYSE
ATHN,Athena Technology Acquisition Corp. Class A Common Stock,,,,NYSE
ATI,Allegheny Technologies Incorporated Common Stock,United States,Basic Industries,Steel/Iron Ore,NYSE
ATIP,ATI Physical Therapy Inc. Class A Common Stock,,Health Care,Managed Health Care,NYSE
ATKR,Atkore Inc. Common Stock,United States,Technology,Electrical Products,NYSE
ATMR,Altimar Acquisition Corp. II Class A Ordinary Shares,,Capital Goods,Metal Fabrications,NYSE
ATO,Atmos Energy Corporation Common Stock,United States,Public Utilities,Oil/Gas Transmission,NYSE
ATR,AptarGroup Inc. Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services,NYSE
ATTO,Atento S.A. Ordinary Shares,,Public Utilities,Telecommunications Equipment,NYSE
ATUS,Altice USA Inc. Class A Common Stock,United States,Public Utilities,Telecommunications Equipment,NYSE
AU,AngloGold Ashanti Limited Common Stock,South Africa,Basic Industries,Precious Metals,NYSE
AUD,Audacy Common Stock,United States,Consumer Services,Broadcasting,NYSE
AUS,Austerlitz Acquisition Corporation I Class A Ordinary Shares,,,,NYSE
AUY,Yamana Gold Inc. Ordinary Shares (Canada),Canada,,,NYSE
AVA,Avista Corporation Common Stock,United States,Public Utilities,Power Generation,NYSE
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),,Finance,Commercial Banks,NYSE
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,Cayman Islands,Finance,Business Services,NYSE
AVB,AvalonBay Communities Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),United States,Basic Industries,Agricultural Chemicals,NYSE
AVK,Advent Convertible and Income Fund,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
AVLR,Avalara Inc. Common Stock,United States,Technology,EDP Services,NYSE
AVNS,Avanos Medical Inc. Common Stock,United States,Health Care,Industrial Specialties,NYSE
AVNT,Avient Corporation Common Stock,United States,Basic Industries,Major Chemicals,NYSE
AVTR,Avantor Inc. Common Stock,,Basic Industries,Industrial Specialties,NYSE
AVY,Avery Dennison Corporation Common Stock,United States,Miscellaneous,Office Equipment/Supplies/Services,NYSE
AVYA,Avaya Holdings Corp. Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
AWF,Alliancebernstein Global High Income Fund,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
AWI,Armstrong World Industries Inc Common Stock,United States,,,NYSE
AWK,American Water Works Company Inc. Common Stock,United States,Public Utilities,Water Supply,NYSE
AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
AWR,American States Water Company Common Stock,United States,Public Utilities,Water Supply,NYSE
AX,Axos Financial Inc. Common Stock,United States,Finance,Savings Institutions,NYSE
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.,NYSE
AXP,American Express Company Common Stock,United States,Finance,Finance: Consumer Services,NYSE
AXS,Axis Capital Holdings Limited Common Stock,Bermuda,Finance,Property-Casualty Insurers,NYSE
AXTA,Axalta Coating Systems Ltd. Common Shares,United States,Basic Industries,Paints/Coatings,NYSE
AYI,Acuity Brands Inc. ,United States,Consumer Durables,Building Products,NYSE
AYX,Alteryx Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NYSE
AZEK,The AZEK Company Inc. Class A Common Stock,United States,,,NYSE
AZO,AutoZone Inc. Common Stock,United States,,,NYSE
AZRE,Azure Power Global Limited Equity Shares,India,Public Utilities,Electric Utilities: Central,NYSE
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),Brazil,Transportation,Air Freight/Delivery Services,NYSE
AZZ,AZZ Inc.,United States,Capital Goods,Industrial Machinery/Components,NYSE
B,Barnes Group Inc. Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services,NYSE
BA,Boeing Company (The) Common Stock,United States,Capital Goods,Aerospace,NYSE
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,China,Consumer Services,Catalog/Specialty Distribution,NYSE
BAC,Bank of America Corporation Common Stock,United States,Finance,Major Banks,NYSE
BAH,Booz Allen Hamilton Holding Corporation Common Stock,United States,Consumer Services,Professional Services,NYSE
BAK,Braskem SA ADR,Brazil,Basic Industries,Major Chemicals,NYSE
BALY,Bally's Corporation Common Stock,,Consumer Services,Recreational Products/Toys,NYSE
BAM,Brookfield Asset Management Inc. Common Stock,Canada,Consumer Services,Building operators,NYSE
BAMR,Brookfield Asset Management Reinsurance Partners Ltd. Class A Exchangeable Limited Voting Shares,,,,NYSE
BANC,Banc of California Inc. Common Stock,United States,Finance,Major Banks,NYSE
BAP,Credicorp Ltd. Common Stock,Peru,Finance,Commercial Banks,NYSE
BARK,The Original BARK Company Common Stock,,Consumer Services,Department/Specialty Retail Stores,NYSE
BAX,Baxter International Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NYSE
BB,BlackBerry Limited Common Stock,Canada,,,NYSE
BBAR,Banco BBVA Argentina S.A. ADS,Argentina,Finance,Commercial Banks,NYSE
BBD,Banco Bradesco Sa American Depositary Shares,Brazil,Finance,Commercial Banks,NYSE
BBDC,Barings BDC Inc. Common Stock,United States,Finance,Investment Managers,NYSE
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Brazil,Finance,Commercial Banks,NYSE
BBL,BHP Group PlcSponsored ADR,Australia,Energy,Coal Mining,NYSE
BBLN,Babylon Holdings Limited Class A Ordinary Shares,United States,,,NYSE
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,United States,Finance,Finance Companies,NYSE
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,,Capital Goods,Building Products,NYSE
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Spain,Finance,Commercial Banks,NYSE
BBWI,Bath & Body Works Inc.,United States,Miscellaneous,Diversified Commercial Services,NYSE
BBY,Best Buy Co. Inc. Common Stock,United States,Consumer Services,Consumer Electronics/Video Chains,NYSE
BC,Brunswick Corporation Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys,NYSE
BCAT,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services,NYSE
BCC,Boise Cascade L.L.C. Common Stock,United States,,,NYSE
BCE,BCE Inc. Common Stock,Canada,,,NYSE
BCH,Banco De Chile Banco De Chile ADS,Chile,Finance,Commercial Banks,NYSE
BCO,Brinks Company (The) Common Stock,United States,Miscellaneous,Diversified Manufacture,NYSE
BCS,Barclays PLC Common Stock,United Kingdom,Finance,Commercial Banks,NYSE
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States,Finance,Finance/Investors Services,NYSE
BCX,BlackRock Resources Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services,NYSE
BDC,Belden Inc Common Stock,United States,Basic Industries,Telecommunications Equipment,NYSE
BDJ,Blackrock Enhanced Equity Dividend Trust,United States,Finance,Finance Companies,NYSE
BDN,Brandywine Realty Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
BDX,Becton Dickinson and Company Common Stock,United States,Health Care,Medical/Dental Instruments,NYSE
BE,Bloom Energy Corporation Class A Common Stock,,Consumer Durables,Electrical Products,NYSE
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),China,Finance,Real Estate,NYSE
BEN,Franklin Resources Inc. Common Stock,United States,Finance,Investment Managers,NYSE
BEP,Brookfield Renewable Partners L.P. ,,Public Utilities,Electric Utilities: Central,NYSE
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,,,,NYSE
BERY,Berry Global Group Inc. Common Stock,United States,Consumer Non-Durables,Plastic Products,NYSE
BEST,BEST Inc. American Depositary Shares each representing one Class A Ordinary Share,Cayman Islands,,,NYSE
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States,Miscellaneous,Other Consumer Services,NYSE
BFK,BlackRock Municipal Income Trust,United States,Finance,Finance Companies,NYSE
BFLY,Butterfly Network Inc. Class A Common Stock,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE
BFS,Saul Centers Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
BFZ,BlackRock California Municipal Income Trust,United States,Finance,Finance Companies,NYSE
BG,Bunge Limited Bunge Limited,United States,Basic Industries,Industrial Specialties,NYSE
BGB,Blackstone Strategic Credit Fund Common Shares,,Finance,Trusts Except Educational Religious and Charitable,NYSE
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,United States,Finance,Investment Managers,NYSE
BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,United States,Consumer Non-Durables,Packaged Foods,NYSE
BGT,BlackRock Floating Rate Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
BGY,Blackrock Enhanced International Dividend Trust,United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
BH,Biglari Holdings Inc. Class B Common Stock,United States,Consumer Services,Restaurants,NYSE
BHC,Bausch Health Companies Inc. Common Stock,Canada,,,NYSE
BHE,Benchmark Electronics Inc. Common Stock,United States,Technology,Electrical Products,NYSE
BHG,Bright Health Group Inc. Common Stock,,Health Care,Medical Specialities,NYSE
BHIL,Benson Hill Inc. Common Stock,,,Farming/Seeds/Milling,NYSE
BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust,United States,Finance,Finance Companies,NYSE
BHLB,Berkshire Hills Bancorp Inc. Common Stock,United States,Finance,Savings Institutions,NYSE
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Australia,Basic Industries,Precious Metals,NYSE
BHR,Braemar Hotels & Resorts Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NYSE
BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NYSE
BIF,Boulder Growth & Income Fund Inc.,United States,Finance,Investment Managers,NYSE
BIG,Big Lots Inc. Common Stock,United States,Consumer Services,Department/Specialty Retail Stores,NYSE
BILL,Bill.com Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software,NYSE
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,Bermuda,Public Utilities,Power Generation,NYSE
BIPC,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares ,,,,NYSE
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable,NYSE
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,United States,Consumer Services,Department/Specialty Retail Stores,NYSE
BK,The Bank of New York Mellon Corporation Common Stock,United States,Finance,Investment Managers,NYSE
BKD,Brookdale Senior Living Inc. Common Stock,United States,Health Care,Hospital/Nursing Management,NYSE
BKE,Buckle Inc. (The) Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
BKH,Black Hills Corporation Common Stock,United States,Public Utilities,Electric Utilities: Central,NYSE
BKI,Black Knight Inc. Common Stock ,,Technology,EDP Services,NYSE
BKKT,Bakkt Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NYSE
BKR,Baker Hughes Company Class A Common Stock,,Energy,Oilfield Services/Equipment,NYSE
BKSY,BlackSky Technology Inc. Class A Common Stock,,Capital Goods,Industrial Machinery/Components,NYSE
BKT,BlackRock Income Trust Inc. (The),United States,Finance,Trusts Except Educational Religious and Charitable,NYSE
BKU,BankUnited Inc. Common Stock,United States,Finance,Savings Institutions,NYSE
BLD,TopBuild Corp. Common Stock,United States,Capital Goods,Engineering & Construction,NYSE
BLDR,Builders FirstSource Inc. Common Stock,United States,Consumer Services,RETAIL: Building Materials,NYSE
BLE,BlackRock Municipal Income Trust II,United States,Finance,Finance/Investors Services,NYSE
BLK,BlackRock Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NYSE
BLL,Ball Corporation Common Stock,United States,Consumer Durables,Containers/Packaging,NYSE
BLND,Blend Labs Inc. Class A Common Stock,,Technology,EDP Services,NYSE
