symbol,name,country,sector,industry,exchange
AADI,Aadi Bioscience Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AAL,American Airlines Group Inc. Common Stock,United States,Transportation,Air Freight/Delivery Services,NDQ
AAON,AAON Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
AAPL,Apple Inc. Common Stock,United States,Technology,Computer Manufacturing,NDQ
AAWW,Atlas Air Worldwide Holdings NEW Common Stock,United States,Transportation,Transportation Services,NDQ
ABCB,Ameris Bancorp Common Stock,United States,Finance,Major Banks,NDQ
ABCL,AbCellera Biologics Inc. Common Shares,Canada,,,NDQ
ABCM,Abcam plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
ABMD,ABIOMED Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ABNB,Airbnb Inc. Class A Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
ABOS,Acumen Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ABSI,Absci Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ABST,Absolute Software Corporation Common Stock,Canada,,,NDQ
ABTX,Allegiance Bancshares Inc. Common Stock,United States,Finance,Major Banks,NDQ
ABUS,Arbutus Biopharma Corporation Common Stock,Canada,,,NDQ
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,United States,,,NDQ
ACB,Aurora Cannabis Inc. Common Shares,Canada,,,NDQ
ACBI,Atlantic Capital Bancshares Inc. Common Stock,United States,Finance,Major Banks,NDQ
ACCD,Accolade Inc. Common Stock,United States,,,NDQ
ACGL,Arch Capital Group Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers,NDQ
ACHC,Acadia Healthcare Company Inc. Common Stock,United States,Health Care,Hospital/Nursing Management,NDQ
ACIU,AC Immune SA Common Stock,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ACIW,ACI Worldwide Inc. Common Stock,United States,Technology,EDP Services,NDQ
ACLS,Axcelis Technologies Inc. Common Stock,United States,Technology,Industrial Machinery/Components,NDQ
ACMR,ACM Research Inc. Class A Common Stock,United States,Technology,Industrial Machinery/Components,NDQ
ACQR,Independence Holdings Corp. Class A Ordinary Share,United States,Finance,Business Services,NDQ
ACRS,Aclaris Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ACT,Enact Holdings Inc. Common Stock,United States,Finance,Specialty Insurers,NDQ
ACTD,ArcLight Clean Transition Corp. II Class A Ordinary Share,United States,,,NDQ
ACVA,ACV Auctions Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
ADAG,Adagene Inc. American Depositary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ADBE,Adobe Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
ADER,26 Capital Acquisition Corp. Class A Common Stock,United States,,,NDQ
ADGI,Adagio Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ADI,Analog Devices Inc. Common Stock,United States,Technology,Semiconductors,NDQ
ADMS,Adamas Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ADP,Automatic Data Processing Inc. Common Stock,United States,Miscellaneous,Business Services,NDQ
ADPT,Adaptive Biotechnologies Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
ADSK,Autodesk Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
ADTN,ADTRAN Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment,NDQ
ADUS,Addus HomeCare Corporation Common Stock,United States,Health Care,Medical/Nursing Services,NDQ
ADV,Advantage Solutions Inc. Class A Common Stock,United States,Technology,Advertising,NDQ
AEHR,Aehr Test Systems Common Stock,United States,Capital Goods,Electrical Products,NDQ
AEIS,Advanced Energy Industries Inc. Common Stock,United States,Consumer Durables,Electrical Products,NDQ
AEP,American Electric Power Company Inc. Common Stock,United States,Public Utilities,Electric Utilities: Central,NDQ
AERI,Aerie Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
AFCG,AFC Gamma Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NDQ
AFIN,American Finance Trust Inc. Class A Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NDQ
AFMD,Affimed N.V.,Germany,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AFRM,Affirm Holdings Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
AFYA,Afya Limited Class A Common Shares,Brazil,Consumer Services,Other Consumer Services,NDQ
AGC,Altimeter Growth Corp. Class A Ordinary Shares,United States,,,NDQ
AGEN,Agenus Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
AGFY,Agrify Corporation Common Stock,United States,Consumer Services,Military/Government/Technical,NDQ
AGGR,Agile Growth Corp. Class A Ordinary Share,United States,Finance,Business Services,NDQ
AGIL,AgileThought Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
AGIO,Agios Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AGLE,Aeglea BioTherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,Hong Kong,Technology,EDP Services,NDQ
AGNC,AGNC Investment Corp. Common Stock,United States,Consumer Services,Real Estate Investment Trusts,NDQ
AGYS,Agilysys Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
AHCO,AdaptHealth Corp. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
AIMC,Altra Industrial Motion Corp. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
AINV,Apollo Investment Corporation Common Stock,United States,Finance,Finance/Investors Services,NDQ
AIP,Arteris Inc. Common Stock,United States,Technology,Semiconductors,NDQ
AIRS,AirSculpt Technologies Inc. Common Stock,United States,Health Care,Hospital/Nursing Management,NDQ
AKAM,Akamai Technologies Inc. Common Stock,United States,Miscellaneous,Business Services,NDQ
AKBA,Akebia Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AKRO,Akero Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AKTS,Akoustis Technologies Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment,NDQ
AKYA,Akoya BioSciences Inc. Common Stock,United States,Capital Goods,Medical Specialities,NDQ
ALBO,Albireo Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALDX,Aldeyra Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALEC,Alector Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALGM,Allegro MicroSystems Inc. Common Stock,United States,Technology,Semiconductors,NDQ
ALGN,Align Technology Inc. Common Stock,United States,Health Care,Industrial Specialties,NDQ
ALGS,Aligos Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALGT,Allegiant Travel Company Common Stock,United States,Transportation,Air Freight/Delivery Services,NDQ
ALHC,Alignment Healthcare Inc. Common Stock,United States,Health Care,Medical Specialities,NDQ
ALKS,Alkermes plc Ordinary Shares,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALKT,Alkami Technology Inc. Common Stock,United States,Technology,EDP Services,NDQ
ALLK,Allakos Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALLO,Allogene Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
ALLT,Allot Ltd. Ordinary Shares,Israel,Public Utilities,Telecommunications Equipment,NDQ
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALPN,Alpine Immune Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,United States,Capital Goods,Metal Fabrications,NDQ
ALRM,Alarm.com Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
ALRS,Alerus Financial Corporation Common Stock,United States,Finance,Commercial Banks,NDQ
ALT,Altimmune Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALTO,Alto Ingredients Inc. Common Stock,United States,Basic Industries,Industrial Specialties,NDQ
ALTR,Altair Engineering Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
ALTU,Altitude Acquisition Corp. Class A Common Stock,United States,,,NDQ
ALVR,AlloVir Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,Finance,Commercial Banks,NDQ
AMAT,Applied Materials Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
AMBA,Ambarella Inc. Ordinary Shares,United States,Technology,Semiconductors,NDQ
AMCX,AMC Networks Inc. Class A Common Stock,United States,Consumer Services,Broadcasting,NDQ
AMD,Advanced Micro Devices Inc. Common Stock,United States,Technology,Semiconductors,NDQ
AMED,Amedisys Inc Common Stock,United States,Health Care,Medical/Nursing Services,NDQ
AMEH,Apollo Medical Holdings Inc. Common Stock,United States,Health Care,Managed Health Care,NDQ
AMGN,Amgen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AMKR,Amkor Technology Inc. Common Stock,United States,Technology,Semiconductors,NDQ
AMNB,American National Bankshares Inc. Common Stock,United States,Finance,Major Banks,NDQ
AMOT,Allied Motion Technologies Inc.,United States,Capital Goods,Electrical Products,NDQ
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AMPL,Amplitude Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NDQ
AMRN,Amarin Corporation plc,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AMRS,Amyris Inc. Common Stock,United States,Basic Industries,Industrial Specialties,NDQ
AMSC,American Superconductor Corporation Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services,NDQ
AMSF,AMERISAFE Inc. Common Stock,United States,Finance,Accident &Health Insurance,NDQ
AMSWA,American Software Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks,NDQ
AMTBB,Amerant Bancorp Inc. Class B Common Stock,United States,Finance,Major Banks,NDQ
AMTI,Applied Molecular Transport Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
AMTX,Aemetis Inc. Common Stock,United States,Energy,Oilfield Services/Equipment,NDQ
AMWD,American Woodmark Corporation Common Stock,United States,Consumer Durables,Building Products,NDQ
AMYT,Amryt Pharma plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AMZN,Amazon.com Inc. Common Stock,United States,Consumer Services,Catalog/Specialty Distribution,NDQ
ANAB,AnaptysBio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ANAT,American National Group Inc. Common Stock,United States,Finance,Life Insurance,NDQ
ANDE,Andersons Inc. (The) Common Stock,United States,Consumer Non-Durables,Tobacco,NDQ
ANGI,Angi Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
ANGO,AngioDynamics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ANIK,Anika Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
ANIP,ANI Pharmaceuticals Inc.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
ANNX,Annexon Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ANSS,ANSYS Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
ANY,Sphere 3D Corp. Common Shares,Canada,,,NDQ
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,United States,,,NDQ
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,Technology,Semiconductors,NDQ
AOUT,American Outdoor Brands Inc. Common Stock ,United States,,,NDQ
APA,APA Corporation Common Stock,United States,Energy,Oil & Gas Production,NDQ
APEI,American Public Education Inc. Common Stock,United States,Miscellaneous,Other Consumer Services,NDQ
APEN,Apollo Endosurgery Inc. Common Stock,United States,Health Care,Industrial Specialties,NDQ
API,Agora Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software,NDQ
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
APLT,Applied Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
APOG,Apogee Enterprises Inc. Common Stock,United States,,,NDQ
APP,Applovin Corporation Class A Common Stock,United States,Technology,EDP Services,NDQ
APPF,AppFolio Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
APPH,AppHarvest Inc. Common Stock,United States,,Farming/Seeds/Milling,NDQ
APPN,Appian Corporation Class A Common Stock,United States,Technology,EDP Services,NDQ
APPS,Digital Turbine Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
APR,Apria Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,United States,,,NDQ
APYX,Apyx Medical Corporation Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ARAY,Accuray Incorporated Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ARBE,Arbe Robotics Ltd. Ordinary Shares,Israel,,,NDQ
ARBK,Argo Blockchain plc American Depositary Shares,United Kingdom,,,NDQ
ARCB,ArcBest Corporation Common Stock,United States,Transportation,Trucking Freight/Courier Services,NDQ
ARCC,Ares Capital Corporation Common Stock,United States,Finance,Finance/Investors Services,NDQ
ARCE,Arco Platform Limited Class A Common Shares,Brazil,Miscellaneous,Service to the Health Industry,NDQ
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ARGU,Argus Capital Corp. Class A Common Stock,United States,,,NDQ
ARGX,argenx SE American Depositary Shares,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
ARHS,Arhaus Inc. Class A Common Stock,United States,Consumer Durables,Wholesale Distributors,NDQ
ARKO,ARKO Corp. Common Stock,United States,Consumer Services,Food Chains,NDQ
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,United States,Energy,Coal Mining,NDQ
ARNA,Arena Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AROW,Arrow Financial Corporation Common Stock,United States,Finance,Major Banks,NDQ
ARQQ,Arqit Quantum Inc. Ordinary Shares,United Kingdom,,,NDQ
ARQT,Arcutis Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ARRW,Arrowroot Acquisition Corp. Class A common stock,United States,,,NDQ
ARRY,Array Technologies Inc. Common Stock,United States,Consumer Durables,Miscellaneous manufacturing industries,NDQ
ARTA,Artisan Acquisition Corp. Class A Ordinary Shares ,Cayman Islands,Finance,Business Services,NDQ
ARTNA,Artesian Resources Corporation Class A Common Stock,United States,Public Utilities,Water Supply,NDQ
ARVL,Arrival Ordinary Shares,Luxembourg,Capital Goods,Auto Manufacturing,NDQ
ARVN,Arvinas Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ASLE,AerSale Corporation Common Stock,United States,Transportation,Aerospace,NDQ
ASML,ASML Holding N.V. New York Registry Shares,Netherlands,Technology,Industrial Machinery/Components,NDQ
ASND,Ascendis Pharma A/S American Depositary Shares,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
ASO,Academy Sports and Outdoors Inc. Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys,NDQ
ASTE,Astec Industries Inc. Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks,NDQ
ASTL,Algoma Steel Group Inc. Common Shares,Canada,,,NDQ
ASTR,Astra Space Inc. Class A Common Stock ,United States,,,NDQ
ASTS,AST SpaceMobile Inc. Class A Common Stock,United States,Consumer Services,Telecommunications Equipment,NDQ
ATAI,ATAI Life Sciences N.V. Common Shares,Germany,,,NDQ
ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,United States,Finance,Finance: Consumer Services,NDQ
ATCX,Atlas Technical Consultants Inc. Class A Common Stock,United States,Consumer Services,Military/Government/Technical,NDQ
ATEC,Alphatec Holdings Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ATER,Aterian Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components,NDQ
ATEX,Anterix Inc. Common Stock,United States,Consumer Services,Telecommunications Equipment,NDQ
ATHA,Athira Pharma Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
ATLC,Atlanticus Holdings Corporation Common Stock,United States,Finance,Finance: Consumer Services,NDQ
ATNI,ATN International Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment,NDQ
ATOM,Atomera Incorporated Common Stock,United States,Technology,Semiconductors,NDQ
ATOS,Atossa Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NDQ
ATRA,Atara Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
ATRC,AtriCure Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ATRI,Atrion Corporation Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ATRO,Astronics Corporation Common Stock,United States,Capital Goods,Military/Government/Technical,NDQ
ATRS,Antares Pharma Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
ATSG,Air Transport Services Group Inc,United States,,,NDQ
ATVC,Tribe Capital Growth Corp I Class A common stock,United States,,,NDQ
ATVI,Activision Blizzard Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
AUB,Atlantic Union Bankshares Corporation Common Stock,United States,Finance,Major Banks,NDQ
AUDC,AudioCodes Ltd. Common Stock,Israel,Public Utilities,Telecommunications Equipment,NDQ
AUID,Ipsidy Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Canada,,,NDQ
AUR,Aurora Innovation Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
AURA,Aura Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AURC,Aurora Acquisition Corp. Class A Ordinary Shares,United Kingdom,Finance,Business Services,NDQ
AUTL,Autolus Therapeutics plc American Depositary Share,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,United States,Health Care,Hospital/Nursing Management,NDQ
AVAV,AeroVironment Inc. Common Stock,United States,Capital Goods,Aerospace,NDQ
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AVDX,AvidXchange Holdings Inc. Common Stock,United States,Technology,EDP Services,NDQ
AVGO,Broadcom Inc. Common Stock,United States,Technology,Semiconductors,NDQ
AVID,Avid Technology Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
AVIR,Atea Pharmaceuticals Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
AVNW,Aviat Networks Inc. Common Stock,United States,Capital Goods,Telecommunications Equipment,NDQ
AVO,Mission Produce Inc. Common Stock,United States,,,NDQ
AVPT,AvePoint Inc. Class A Common Stock,United States,Technology,EDP Services,NDQ
AVT,Avnet Inc. Common Stock,United States,Technology,Electronic Components,NDQ
AVTE,Aerovate Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AVXL,Anavex Life Sciences Corp. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NDQ
AXDX,Accelerate Diagnostics Inc. Common Stock,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NDQ
AXGN,Axogen Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NDQ
AXNX,Axonics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
AXON,Axon Enterprise Inc. Common Stock,United States,Consumer Non-Durables,Military/Government/Technical,NDQ
AXSM,Axsome Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AXTI,AXT Inc Common Stock,United States,Technology,Semiconductors,NDQ
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,United Kingdom,Public Utilities,Electric Utilities: Central,NDQ
AZN,AstraZeneca PLC American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
AZPN,Aspen Technology Inc. Common Stock,United States,Technology,EDP Services,NDQ
BAND,Bandwidth Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
BANF,BancFirst Corporation Common Stock,United States,Finance,Major Banks,NDQ
BANR,Banner Corporation Common Stock,United States,Finance,Major Banks,NDQ
BASE,Couchbase Inc. Common Stock,United States,Technology,EDP Services,NDQ
BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,United States,Consumer Services,Movies/Entertainment,NDQ
BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,United States,Consumer Services,Movies/Entertainment,NDQ
BBBY,Bed Bath & Beyond Inc. Common Stock,United States,Consumer Services,Other Specialty Stores,NDQ
BBCP,Concrete Pumping Holdings Inc. Common Stock,United States,Consumer Services,Military/Government/Technical,NDQ
BBIG,Vinco Ventures Inc. Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys,NDQ
BBIO,BridgeBio Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
BBSI,Barrett Business Services Inc. Common Stock,United States,Technology,Professional Services,NDQ
BCAB,BioAtla Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
BCOR,Blucora Inc. Common Stock,United States,Finance,Investment Managers,NDQ
BCOV,Brightcove Inc. Common Stock,United States,Technology,EDP Services,NDQ
BCPC,Balchem Corporation Common Stock,United States,Basic Industries,Industrial Specialties,NDQ
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
BCYC,Bicycle Therapeutics plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
BDSI,BioDelivery Sciences International Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
BEAM,Beam Therapeutics Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
BECN,Beacon Roofing Supply Inc. Common Stock,United States,Capital Goods,Wholesale Distributors,NDQ
BFC,Bank First Corporation Common Stock,United States,Finance,Major Banks,NDQ
BFST,Business First Bancshares Inc. Common Stock,United States,Finance,Major Banks,NDQ
BGCP,BGC Partners Inc Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service,NDQ
BGFV,Big 5 Sporting Goods Corporation Common Stock,United States,Consumer Services,Other Specialty Stores,NDQ
BGNE,BeiGene Ltd. American Depositary Shares,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
BGRY,Berkshire Grey Inc. Class A Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services,NDQ
BHF,Brighthouse Financial Inc. Common Stock,United States,Finance,Life Insurance,NDQ
BIDU,Baidu Inc. ADS,China,Technology,Computer Software: Programming Data Processing,NDQ
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
BIIB,Biogen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
BILI,Bilibili Inc. American Depositary Shares,China,Technology,EDP Services,NDQ
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,Argentina,Finance,Business Services,NDQ
BIRD,Allbirds Inc. Class A Common Stock,United States,Consumer Non-Durables,Shoe Manufacturing,NDQ
BITF,Bitfarms Ltd. Common Stock,Canada,,,NDQ
BJRI,BJ's Restaurants Inc. Common Stock,United States,Consumer Services,Restaurants,NDQ
BKCC,BlackRock Capital Investment Corporation Common Stock,United States,Finance,Investment Managers,NDQ
BKNG,Booking Holdings Inc. Common Stock,United States,Transportation,Other Consumer Services,NDQ
BL,BlackLine Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
BLBD,Blue Bird Corporation Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks,NDQ
BLDE,Blade Air Mobility Inc. Class A Common Stock,United States,Transportation,Aerospace,NDQ
BLDP,Ballard Power Systems Inc. Common Shares,Canada,,,NDQ
BLFS,BioLife Solutions Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,NDQ
BLFY,Blue Foundry Bancorp Common Stock,United States,Finance,Commercial Banks,NDQ
BLI,Berkeley Lights Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals,NDQ
BLKB,Blackbaud Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
BLMN,Bloomin' Brands Inc. Common Stock,United States,Consumer Services,Restaurants,NDQ
BLNK,Blink Charging Co. Common Stock,United States,Miscellaneous,Business Services,NDQ
BLU,BELLUS Health Inc. Common Shares,Canada,,,NDQ
BLUE,bluebird bio Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
BLZE,Backblaze Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
BMBL,Bumble Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
BMEA,Biomea Fusion Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
BMRC,Bank of Marin Bancorp Common Stock,United States,Finance,Major Banks,NDQ
BMRN,BioMarin Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NDQ
BMTC,Bryn Mawr Bank Corporation Common Stock,United States,Finance,Major Banks,NDQ
BNFT,Benefitfocus Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,NDQ
BNGO,Bionano Genomics Inc. Common Stock,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NDQ
BNR,Burning Rock Biotech Limited American Depositary Shares,China,Health Care,Medical Specialities,NDQ
BNTX,BioNTech SE American Depositary Share,Germany,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NDQ
BOKF,BOK Financial Corporation Common Stock,United States,Finance,Major Banks,NDQ
